id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,NEG,NEU,POS,sentimiento
1630719475417792512,2023-02-28 23:59:54+00:00,1630719475417792512,"RT @biobio: Ministro Ávila: ""Nadie puede decir que defiende educación si daña sala o amenaza con bidón a profesor""  https://t.co/VrSTdh2foD",11,0,0,0,https://www.biobiochile.cl/noticias/nacional/chile/2023/02/28/ministro-avila-nadie-puede-decir-que-defiende-educacion-si-dana-sala-o-amenaza-con-bidon-a-profesor.shtml,es,False,,Chileno17039890,0.742749,0.228507,0.028744,NEG
1630719030775496710,2023-02-28 23:58:08+00:00,1630677744542535680,@biobio Quién te cree Ministre. https://t.co/ewPz7Anb8K,3,2,0,0,https://twitter.com/Chileno17039890/status/1630719030775496710/photo/1,es,False,14638581.0,Chileno17039890,0.789685,0.187025,0.023289,NEG
1630706739162038278,2023-02-28 23:09:18+00:00,1630698883432030208,@biobio Qué alguien le presente a Carmen Hertz.,0,2,0,0,,es,False,14638581.0,Chileno17039890,0.383664,0.551396,0.06494,NEU
1630681022302920705,2023-02-28 21:27:06+00:00,1630681022302920705,"Mujeres q perdieron sus viviendas y vidas a causa del terrorismo incendiario,se conmemoró la terrible fecha del 27 F dónde cientos de mujeres perdieron sus vidas y no hubo ninguna palabra del gobierno actual...y las Ministras del Merluzo ⤵️ (Orsini,Daniela Aranguiz,5 lucas,Metro) https://t.co/09KkF6h5Ac",48,74,10,3,https://twitter.com/Chileno17039890/status/1630681022302920705/photo/1,es,False,,Chileno17039890,0.951797,0.044897,0.003305,NEG
1630675199287779331,2023-02-28 21:03:58+00:00,1630650057027362828,@biobio ????,0,0,0,0,,qam,False,14638581.0,Chileno17039890,0.181902,0.698585,0.119512,NEU
1630640623479844864,2023-02-28 18:46:35+00:00,1630316120929345537,@JhonjaQueSea Poesía en movimiento.,1,7,0,0,,es,False,1311351026.0,Chileno17039890,0.017878,0.16209,0.820031,POS
1630631017408081921,2023-02-28 18:08:24+00:00,1630631017408081921,"RT @exantecl: Pepe Auth (@pepe_auth) y cambio de gabinete: “Deben salir 20 subsecretarios y 3 o 4 ministros, incluido Giorgio Jackson”.

ht…",318,0,0,0,,es,False,,Chileno17039890,0.391646,0.501572,0.106782,NEU
1630630936868974593,2023-02-28 18:08:05+00:00,1630624978314903565,"@exantecl @pepe_auth ... Y el Presidente Boric ""... añadió",0,2,0,0,,es,False,1.298680144496939e+18,Chileno17039890,0.236632,0.676082,0.087286,NEU
1630627742965219343,2023-02-28 17:55:24+00:00,1630624907406000136,"@biobio Otro #cherrypicking para Don Merluzo Boric y él Pelao Vergara (@EduardoVergaraB )...algo Normal en Merluzolandia, Seguimos 🌳",3,4,0,0,,es,False,14638581.0,Chileno17039890,0.179631,0.774224,0.046144,NEU
1630627520000213005,2023-02-28 17:54:31+00:00,1630627520000213005,"RT @biobio: 🔴 AHORA | Delincuentes se roban un camión de valores a metros de La Moneda en el centro de Santiago

https://t.co/0vNEr79n5h",246,0,0,0,https://www.biobiochile.cl/noticias/nacional/region-metropolitana/2023/02/28/delincuentes-se-roban-un-camion-de-valores-a-metros-de-la-moneda-en-el-centro-de-santiago.shtml,es,False,,Chileno17039890,0.664045,0.298565,0.03739,NEG
1630619503410266125,2023-02-28 17:22:39+00:00,1630617381864194055,"@diputadonaranjo Naranjo, negaste a tú señora... Eso no lo olvidaremos jamás 🤣",3,12,1,0,,es,False,9.742848500552622e+17,Chileno17039890,0.801067,0.186152,0.012781,NEG
1630612356454662158,2023-02-28 16:54:15+00:00,1630575455387504642,@mao3000000 La Profe LUcho,0,3,0,0,,es,False,2293654567.0,Chileno17039890,0.086799,0.720424,0.192777,NEU
1630612054578020352,2023-02-28 16:53:03+00:00,1630612054578020352,"RT @nacioncl: 🗣️“Por favor, no hables nada, que mi carrera me ha costado…”: Daniela Aránguiz revela mensaje de diputada Orsini por “Mago” V…",158,0,0,0,,es,False,,Chileno17039890,0.84253,0.149096,0.008373,NEG
1630612027340201984,2023-02-28 16:52:57+00:00,1630571679880445953,@nacioncl Me rioooohh toaaaa la nocheeee compañereeees jajajajajajajajaj 🤣🤣🤣🤣🤣🤣 https://t.co/NlP3l4RSfj,1,5,0,0,https://twitter.com/Chileno17039890/status/1630612027340201984/photo/1,es,False,10283902.0,Chileno17039890,0.144986,0.726099,0.128915,NEU
1630609751733157895,2023-02-28 16:43:54+00:00,1630573512665563136,@Marta_Tragos Y Marcelo Díaz (@marcelodiazd)??,0,2,0,0,,es,False,1.6208028463744778e+18,Chileno17039890,0.34265,0.616278,0.041072,NEU
1630608982581690381,2023-02-28 16:40:51+00:00,1630608982581690381,"#ULTIMAHORA, Vlado Mirocevic no está de acuerdo con Vlado Mirosevic. (Colchane, Litio, Orsini, Pamela Jiles) https://t.co/VtPZtaMUTP",863,984,64,54,https://twitter.com/Chileno17039890/status/1630608982581690381/photo/1,es,False,,Chileno17039890,0.672357,0.303867,0.023776,NEG
1630579022433329155,2023-02-28 14:41:48+00:00,1630579022433329155,RT @pepe_auth: Hoy el gobierno celebra alborozado el rol de las FF.AA en el control migratorio. Pensar que de haberse aprobado la propuesta…,1824,0,0,0,,es,False,,Chileno17039890,0.818932,0.166299,0.01477,NEG
1630577480347054080,2023-02-28 14:35:40+00:00,1630570372117430277,@GabrielBoric Ni te arrugay para mentir Merluzo indecente.,11,120,1,0,,es,False,73981088.0,Chileno17039890,0.895118,0.061943,0.042939,NEG
1630569504244658176,2023-02-28 14:03:58+00:00,1630563751328985089,"@biobio ""Casos de Diarreas explotan""... 🤣",0,1,0,0,,es,False,14638581.0,Chileno17039890,0.643363,0.335834,0.020803,NEG
1630569252825563136,2023-02-28 14:02:59+00:00,1630569252825563136,"RT @biobio: Casos de diarrea explotan en Arica: 1.553 en lo que va de 2023, 57% sobre mismo periodo de 2022  https://t.co/Gx9TmgA3IB",59,0,0,0,https://www.biobiochile.cl/noticias/nacional/region-de-arica-y-parinacota/2023/02/28/casos-de-diarrea-explotan-en-arica-1-553-en-lo-que-va-de-2023-57-sobre-mismo-periodo-de-2022.shtml,es,False,,Chileno17039890,0.490152,0.458243,0.051605,NEG
1630566119646941184,2023-02-28 13:50:32+00:00,1630563478468546561,@lacuarta 🤣🤣🤣🤣,0,0,0,0,,qme,False,3223771.0,Chileno17039890,0.226855,0.687689,0.085456,NEU
1630566076139421697,2023-02-28 13:50:21+00:00,1630566076139421697,"RT @lacuarta: “¡Que la diputada que se vaya a legislar, que para eso le paga el Estado!”: Neme sin filtro contra Maite Orsini https://t.co/…",883,0,0,0,,es,False,,Chileno17039890,0.913897,0.067349,0.018754,NEG
1630560453700243458,2023-02-28 13:28:01+00:00,1630560453700243458,"#ULTIMAHORA, Nuevo fallecido por Causas de los #IncendiosForestales inducidos por el terrorismo incendiario en Santa Juana , se trata de un ciudadano Belga que estaba internado en el Hospital Regional de Concepción por quemaduras.",16,13,2,1,,es,False,,Chileno17039890,0.79636,0.186827,0.016812,NEG
1630557805701910530,2023-02-28 13:17:29+00:00,1616511115285958686,"@MaiteOrsini Devuelvete Orsini, está la 🦊 🤣🤣",0,0,0,0,,es,False,118455518.0,Chileno17039890,0.318764,0.649413,0.031823,NEU
1630548954067906560,2023-02-28 12:42:19+00:00,1630548954067906560,"""Jorge Valdivia estuvo detenido y Maite Orsini diputada de la República de Chile, lo sacó e hizo desaparecer los antecedentes... Ella tiene contacto con fiscales, además Jorge es estero de facho "" Daniela Aranguiz en #MuchoGustoMega.",37,46,7,6,,es,False,,Chileno17039890,0.589752,0.368043,0.042205,NEG
1630545515254370305,2023-02-28 12:28:39+00:00,1630545515254370305,"Ministra de la Mujer y el Gobierno de Merluzos "" terminemos con el Caguin de Maite Orsini""... Mientras tanto en Chilewood ⤵️🤣 (#MuchoGustoMega #TuDia13 #ContigoCHV, Stingo, #EstafaDigitalPDG, Mago Valdivia, Daniela Aranguiz, Piñera 2) https://t.co/LmWafwimex",13,7,3,0,https://twitter.com/Chileno17039890/status/1630545515254370305/photo/1,es,False,,Chileno17039890,0.616965,0.360279,0.022757,NEG
1630535460719153152,2023-02-28 11:48:42+00:00,1630518035218944000,@lmrendon Csm... Jajajajajajajajaj 🤣🤣🤣🤣🤣,0,3,0,0,,es,False,77214463.0,Chileno17039890,0.24713,0.686301,0.066568,NEU
1630525293629693952,2023-02-28 11:08:18+00:00,1630503862003027968,"@lmrendon Y cómo tú, viejo chico? https://t.co/WFxLIGTmId",10,18,2,2,https://twitter.com/Chileno17039890/status/1630525293629693952/photo/1,es,False,77214463.0,Chileno17039890,0.478679,0.488858,0.032463,NEU
1630399536563642368,2023-02-28 02:48:35+00:00,1630399536563642368,"Los Chilenos no ovidaremos jamás la responsabilidad y mal manejo en una de la peores catástrofes ocurridas en el país, Bachelet y su lote deberían responder y pagar..la negligencia por no alentar sobre el Maremoto fue mortal (#Terremoto SHOA, Concepción, Parisi) https://t.co/Ts90isAV23",144,197,17,4,https://twitter.com/Chileno17039890/status/1630399536563642368/photo/1,es,False,,Chileno17039890,0.961544,0.031571,0.006885,NEG
1630396833443860481,2023-02-28 02:37:51+00:00,1630396833443860481,RT @U2lyon2014: #terremoto estos son los que venían a cambiarlo todo. La nueva política 🤦‍♂️ 😂 😂 🤡 https://t.co/OFGs6mUoqr,2031,0,0,0,https://twitter.com/U2lyon2014/status/1630377228797108224/video/1,es,False,,Chileno17039890,0.583398,0.388718,0.027884,NEG
1630392341587451904,2023-02-28 02:20:00+00:00,1630392341587451904,"RT @nicopaut: Puestos ambulantes donde se venden Mojitos y pipas de marihuana. ¿Escondidos? No, instalados tranquilamente en la costanera d…",617,0,0,0,,es,False,,Chileno17039890,0.197229,0.770283,0.032489,NEU
