id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,NEG,NEU,POS,sentimiento
826579988384215041,2017-01-31 23:56:41+00:00,826579988384215041,RT @INFORMADORCHILE: AHORA amenaza de bomba en LXP 236 en Temuco https://t.co/IKLkZIZMRN En DESARROLLO 🚨 https://t.co/uEHNn7wqgU,60,0,0,0,http://www.elinformadorchile.com/2017/01/ahora-amenaza-de-bomba-en-lxp-236-en.html?spref=tw,es,False,,INFORMADORCHILE,0.499399,0.443596,0.057006,NEG
826573362071740417,2017-01-31 23:30:21+00:00,826573362071740417,AHORA amenaza de bomba en LXP 236 en Temuco https://t.co/IKLkZIZMRN En DESARROLLO 🚨 https://t.co/uEHNn7wqgU,60,11,10,3,http://www.elinformadorchile.com/2017/01/ahora-amenaza-de-bomba-en-lxp-236-en.html?spref=tw,es,False,,INFORMADORCHILE,0.516198,0.436321,0.047482,NEG
826568414764359681,2017-01-31 23:10:41+00:00,826568414764359681,EN DESARROLLO 🔴  Carabineros informa la detención de dos personas acusadas de provocar incendios forestales .. https://t.co/jwrU2sUQn9 https://t.co/AtOGrTw3zW,68,29,20,6,http://www.elinformadorchile.com/2017/01/carabineros-informa-la-detencion-de-dos.html?spref=tw,es,False,,INFORMADORCHILE,0.494779,0.441318,0.063903,NEG
826562075866628096,2017-01-31 22:45:30+00:00,826562075866628096,RT @Elperiodicocl: ÚLTIMO MINUTO: Tres focos de incendio descontrolado en Ruta 40 que une #Carahue con Puerto Saavedra. Equipos de Bomberos…,68,0,0,0,,es,False,,INFORMADORCHILE,0.451098,0.462693,0.086209,NEU
826561560512454656,2017-01-31 22:43:27+00:00,826561560512454656,No podremos ganar esta batalla mientras personas sigan prendiendo  fuego en distintos puntos de Chile #carahue 🚨,290,190,18,15,,es,False,,INFORMADORCHILE,0.815797,0.174687,0.009516,NEG
826558565372542976,2017-01-31 22:31:33+00:00,826558565372542976,"Nuevo foco afecta a la carretera del Cobre ""Alarma de incendio forestal ""  ... https://t.co/dromWrA7TL https://t.co/NHbEJTW5v2",13,2,0,1,http://www.elinformadorchile.com/2017/01/nuevo-foco-afecta-la-carretera-del.html?spref=tw,es,False,,INFORMADORCHILE,0.714486,0.250921,0.034593,NEG
826552964542251009,2017-01-31 22:09:18+00:00,826552964542251009,EN DESARROLLO : Se activan 3 focos de incendio forestal en Carahue... https://t.co/YQziiw337S https://t.co/7uZgHF8UyF,28,4,0,1,http://www.elinformadorchile.com/2017/01/se-activan-3-focos-de-incendio-forestal.html?spref=tw,es,False,,INFORMADORCHILE,0.349777,0.529081,0.121142,NEU
826548519112736773,2017-01-31 21:51:38+00:00,826548519112736773,"EN DESARROLLO : Ordenan evacuación de Pupuya en Navidad ""Peligro inminente""... https://t.co/0YNjYsWQ8t https://t.co/voPlTQXWLW",52,7,0,2,http://www.elinformadorchile.com/2017/01/ordenan-evacuacion-de-pupuya-en-navidad.html?spref=tw,es,False,,INFORMADORCHILE,0.407395,0.515594,0.077011,NEU
826547679580794881,2017-01-31 21:48:17+00:00,826547679580794881,"RT @PDI_CHILE: Detectives colaboran en la evacuación de personas y animales por #IF en sector Pupuya, comuna de Navidad https://t.co/4ld0D1…",274,0,0,0,,es,False,,INFORMADORCHILE,0.300653,0.597563,0.101784,NEU
826546681940414464,2017-01-31 21:44:20+00:00,826546681940414464,RT @GeorgeEnOff: Helicópteros cargan agua en sector La Vega de Pupuya en Navidad. @reddeemergencia @alegriagonzaa @artesaniafm @biobio @RNE…,84,0,0,0,,es,False,,INFORMADORCHILE,0.503529,0.420222,0.076249,NEG
826546188572831747,2017-01-31 21:42:22+00:00,826546188572831747,Fiscalía confirmó que incendio en el cerro Ñielol fue intencional: piden protección al Ejército  .. https://t.co/5TR3C63voc https://t.co/PvvS4UxN65,141,38,11,7,http://www.elinformadorchile.com/2017/01/fiscalia-confirmo-que-incendio-en-el.html?spref=tw,es,False,,INFORMADORCHILE,0.383076,0.536769,0.080154,NEU
826535979238428673,2017-01-31 21:01:48+00:00,826535979238428673,Damnificados de Valparaíso fueron ayudar a chilenos que sufren por los incendios forestales   .. https://t.co/mlg6UP4C4G https://t.co/xdv5nnv67F,13,26,1,0,http://www.elinformadorchile.com/2017/01/damnificados-de-valparaiso-fueron.html?spref=tw,es,False,,INFORMADORCHILE,0.624614,0.308839,0.066547,NEG
826533435976056836,2017-01-31 20:51:42+00:00,826533435976056836,MALAS NOTICIAS🔴 DGAC informó que helicóptero con visión nocturna no operará de noche en combate de incendios  .. https://t.co/59yDx3I2Un https://t.co/HViTZn5HKt,25,14,11,6,http://www.elinformadorchile.com/2017/01/malas-noticias-dgac-informo-que.html?spref=tw,es,False,,INFORMADORCHILE,0.822015,0.166209,0.011776,NEG
826529068430528512,2017-01-31 20:34:20+00:00,826529068430528512,A las 19 horas se corta el agua en sector de Santiago... https://t.co/0Nu2grBZIR https://t.co/H7aemAiu0Z,17,5,4,0,http://www.elinformadorchile.com/2017/01/a-las-19-horas-se-corta-el-agua-en.html?spref=tw,es,False,,INFORMADORCHILE,0.774753,0.204719,0.020529,NEG
826527608703746051,2017-01-31 20:28:32+00:00,826527608703746051,Descontrolado incendio ataca duramente el sector de Santa Cruz de Cuca en Chillán hay casas quemadas   https://t.co/qizAO1xJ1q https://t.co/iJyon3JWyA,21,4,0,0,http://www.elinformadorchile.com/2017/01/descontrolado-incendio-ataca-duramente.html?spref=tw,es,False,,INFORMADORCHILE,0.859889,0.116035,0.024076,NEG
826525156323504133,2017-01-31 20:18:48+00:00,826525156323504133,AHORA @gonzaloramirex atrapado por el fuego en LA POLCURA al momento sin peligro en sitio seguro. Corto trasmisión en vivo @tvn,34,10,2,3,,es,False,,INFORMADORCHILE,0.25498,0.692403,0.052617,NEU
826524000675328003,2017-01-31 20:14:12+00:00,826524000675328003,Violento incendio forestal en La Polcura VI región arrasa con todo con proyección a  Pupuya ... https://t.co/GQszfSY3oB https://t.co/KfhRZQCPpY,24,1,2,0,http://www.elinformadorchile.com/2017/01/violento-incendio-forestal-en-la.html?spref=tw,es,False,,INFORMADORCHILE,0.62038,0.314963,0.064657,NEG
826522467401400321,2017-01-31 20:08:06+00:00,826522467401400321,En estos momentos se quema todo en Polcura VI región de Chile. https://t.co/xti0XBuOXq,42,10,0,1,https://twitter.com/INFORMADORCHILE/status/826522467401400321/photo/1,es,False,,INFORMADORCHILE,0.630178,0.311791,0.058031,NEG
826517637014441984,2017-01-31 19:48:55+00:00,826517637014441984,No son ratones: los marsupiales que pueden llegar a las ciudades después de los incendios https://t.co/SGd4K48pQc https://t.co/L6hS8p68t1,85,39,1,2,http://www.elinformadorchile.com/2017/01/no-son-ratones-los-marsupiales-que.html?spref=tw,es,False,,INFORMADORCHILE,0.362679,0.480815,0.156506,NEU
